Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?
School of Computing,The College of William & Mary,CSCI303,Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI312,Principles of Program Language,3,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI416,Intro to Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI423,Finite Automata,3,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI427,Computer Graphics,3,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI454,Computer and Network Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,CSCI464,Applied Cybersecurity,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA310,Applied Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA310,Applied Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA311,Databases,3,-1,-1,-1,IS3107,Data Engineering,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA311,Databases,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA431,Spatial Data Discovery,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,The College of William & Mary,DATA440-03,Web Science,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI 1023,Introduction to Web Software Development,3,-1,-1,-1,IS3106,Enterprise Systems Interface D,4,-1,-1,-1,N
School of Computing,The George Washington University,CSCI 2461,Computer Architecture I,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,N
School of Computing,The George Washington University,CSCI 4431,Computer Network,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,N
School of Computing,The George Washington University,CSCI1012,Introduction to Programming with Python,3,-1,-1,-1,CS1010,Programming Methodology,4,-1,-1,-1,Y
School of Computing,The George Washington University,CSCI2441W,Database Systems and Team Projects,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI3212,Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI3907,Blockchain Fundamentals,3,-1,-1,-1,IS4302,Blockchain and Distributed Led,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI4223,Principles of Programming Languages,3,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI4364,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI4455,Computer Game Design and Programming,3,-1,-1,-1,CS3237,Introduction to Internet of Th,4,-1,-1,-1,-1
School of Computing,The George Washington University,CSCI4531,Computer Security,3,-1,-1,-1,CS3235,Computer Security,4,-1,-1,-1,-1
School of Computing,The George Washington University,DNSC 4044,Essentials of Project Management,3,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,N
School of Computing,The George Washington University,ISTM 4120,Business Systems Development,3,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,AMA358,Applied probability models for investment,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,COMP3011,Design and Analysis of Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,COMP3021,Programming Language Paradigms,3,-1,-1,-1,CS4215,Programming Language Implement,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP3241,Web Application Design and Development,3,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP3334,Computer Systems Security,3,-1,-1,-1,CS3235,Computer Security,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP3422,Creative Digital Media Design,3,-1,-1,-1,CS2108,Introduction to Media Computin,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP3512,Legal Aspects Professionalism and Ethics of Computing,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,The Hong Kong Polytechnic University,COMP3921,FinTech Seminars and Case Studies (I II and III),3,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,COMP4123,Business Process and Workflow Management,3,-1,-1,-1,BT4301,Business Analytics Solutions D,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4127,Information Systems Audit and Control,3,-1,-1,-1,IS4234,Compliance and Regulation Tech,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4133,Information Retrieval,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,COMP4133,Information Retrieval,3,-1,-1,-1,CS3245,Information Retrieval,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4134,Biometrics And Security,3,-1,-1,-1,CS5332,Biometric Authentication,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4142,E-Payment and Cryptocurrency,3,-1,-1,-1,IS4302,Blockchain and Distributed Led,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4322,Internetworking Protocols Software and Management,3,-1,-1,-1,CS4226,Internet Architecture,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4433,Data Mining and Data Warehousing,3,-1,-1,-1,IS4242,Intelligent Systems and Techni,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4433,Data Mining and Data Warehousing,3,-1,-1,-1,CS5228,Knowledge Discovery and Data M,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4442,Service And Cloud Computing,3,-1,-1,-1,CS5224,Cloud Computing,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,COMP4442,Service and Cloud Computing,3,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,EIE3112,Database System,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,HTM4350,Big Data Analytics in Hospitality Tourism and Events,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,The Hong Kong Polytechnic University,MM3841,Internet Marketing,3,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,N
School of Computing,The Hong Kong Polytechnic University,MM4772,Product Management,3,-1,-1,-1,IS4262,Digital Product Management,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI 3001,Computer Networks & Applications,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI 3004,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI 3005,Computer Architecture,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI2103,Algorithm Design & Data Structures,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI2201,Algorithm & Data Structure Analysis,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI3315,Computer Vision,3,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMP SCI4407,Advanced Algorithms,3,-1,-1,-1,CS4234,Optimisation Algorithms,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,COMPSCI1101,Introduction to Programming,3,-1,-1,-1,CS1010,Programming Methodology,4,-1,-1,-1,Y
School of Computing,The University of Adelaide,ENTREP 3005,Technology Commercialisation,3,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,-1
School of Computing,The University of Adelaide,PROJMGNT 2021,Project Management 2,3,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,The University of Arizona,CSC252,Computer Organizations,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,N
School of Computing,The University of Arizona,CSC337,Web Programing,3,-1,-1,-1,CS3226,Web Programming and Applicatio,4,-1,-1,-1,N
School of Computing,The University of Arizona,CSC343,Human Computer Interaction,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,The University of Arizona,CSC422,Intro to Parallel and Distributed Programming,3,-1,-1,-1,CS4231,Parallel & Distr Algorithms,4,-1,-1,-1,-1
School of Computing,The University of Arizona,ISTA131,Dealing with Data,3,-1,-1,-1,IT3010,Data Management for Business,4,-1,-1,-1,-1
School of Computing,The University of Arizona,ISTA421,Introduction to Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The University of Auckland,COMPSCI 314,Modern Data Communications,15,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI 316,Cyber Security,15,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI 361,Machine Learning,15,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI 373,Computer Graphics and Image Processing,15,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI 727,Cryptographic Management,15,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI 773,Intelligent Vision Systems,15,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,The University of Auckland,COMPSCI210,Computer Systems 1,15,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,The University of Auckland,COMPSCI351,Fundamentals of Database Systems,6,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The University of Auckland,COMPSCI367,Artificial Intelligence,15,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,The University of Auckland,INFOMGMT290,Business Analytics,15,-1,-1,-1,BT1101,Introduction to Business Analy,4,-1,-1,-1,Y
School of Computing,The University of Auckland,INFOMGMT393,DATA MINING AND DECISION SUPPORT,6,-1,-1,-1,IS4240,Business Intelligence Systems,4,-1,-1,-1,-1
School of Computing,The University of Auckland,INFOSYS222,Database Systems,15,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The University of Auckland,INNOVENT203/203G,THE ENTREPRENEURIAL MINDSET,6,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COMM205,Introduction to Management Information Systems,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,N
School of Computing,The University of British Columbia,COMM335,Information Systems Technology and Development,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COMM335,Information Systems Technology and Development,3,-1,-1,-1,IS3221,ERP Systems with Analytics Sol,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COMM336,Introduction to E-Business,3,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COMM363,Marketing Analysis,3,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COMM437,Database Technology,3,-1,-1,-1,IT3010,Data Management for Business,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COSC310,Software Engineering,3,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,COSC320,Analysis of Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPEN212,Computing Systems II,4,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPEN321,Software Engineering,3,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPEN400D,Deep Learning,3,-1,-1,-1,CS5242,Neural Networks &Deep Learning,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPEN441,Human Computer Interfaces in Engineering Design,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPEN442,Introduction to Computer Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC210,Software Construction,3,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,N
School of Computing,The University of British Columbia,CPSC213,Introduction to Computer Systems,4,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC221,Basic Algorithms and Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC313,Computer Hardware and Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC320,Intermediate Algorithm Design and Analysis,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC340,Machine Learning and Data Mining,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC340,Machine Learning and Data Mining,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC344,Introduction to Human Computer Interaction Methods,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC411,Introduction to Compiler Construction,3,-1,-1,-1,CS4212,Compiler Design,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC416,Distributed Systems,3,-1,-1,-1,CS4231,Parallel & Distr Algorithms,4,-1,-1,-1,N
School of Computing,The University of British Columbia,CPSC418,Parallel Computation,3,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC427,Video Game Programming,3,-1,-1,-1,CS3247,Game Development,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC430,Computers and Society,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,The University of British Columbia,CPSC436N,NLP,3,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC440,Advanced Machine Learning,3,-1,-1,-1,CS5339,Theory and Algorithms for Mach,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC444,Advanced Methods for Human Computer Interaction,3,-1,-1,-1,CS4249,Phenomena and Theories of Huma,4,-1,-1,-1,-1
School of Computing,The University of British Columbia,CPSC522,Artificial Intelligence II,3,-1,-1,-1,CS4246,AI Planning and Decision Makin,4,-1,-1,-1,N
School of Computing,The University of British Columbia,CPSC540,Machine Learning,3,-1,-1,-1,CS5339,Theory and Algorithms for Mach,4,-1,-1,-1,N
School of Computing,The University of British Columbia,CSPC406,Computer Optimization,3,-1,-1,-1,CS4234,Optimisation Algorithms,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,BUST08015,Innovation and Entrepreneurship,10,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,BUST08028,Organisational Behaviour 2,20,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,BUST10034,The Management of Technology,20,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,BUST10134,Mathematical Programming in Advanced Analytics,20,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,CMSE10002,Strategic Management,20,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,HEIN11043,Digital technologies in health and social care,10,-1,-1,-1,IS4250,IT-enabled Healthcare Solution,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR08018,Informatics 2C - Introduction to Computer Systems,10,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR08023,Discrete Mathematics and Mathematical Reasoning,20,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,The University of Edinburgh,INFR08027,Informatics 2C - Introduction to Computer Systems,20,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR08028,Informatics 2B - Learning,10,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR08031,Discrete Mathematics and Probability,20,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10052,Algorithms and Data Structures,10,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10057,Software Testing,10,-1,-1,-1,CS4218,Software Testing,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR10058,Computer Security,10,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10064,Software Design and Modelling,20,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10067,Computer Security,20,-1,-1,-1,CS3235,Computer Security,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR10069,Introductory Applied Machine Learning,20,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR10070,Database Systems,20,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10079,Operating Systems,10,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10080,Introduction to Databases,20,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR10086,Machine Learning,20,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR11016,Bioinformatics 1,10,-1,-1,-1,CS2220,Intro to Computational Biology,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11017,Human-Computer Interaction,10,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11020,Algorithmic Game Theory and its Applications,10,-1,-1,-1,CS4261,Algorithmic Mechanism Design,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11021,Computer Graphics,10,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11032,Compiler Optimisation (Level 11),10,-1,-1,-1,CS4212,Compiler Design,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11038,Software Architecture Process and Management,10,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11067,Computer Animation and Visualisation,10,-1,-1,-1,CS3242,3D Modeling and Animation,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11088, Extreme Computing,10,-1,-1,-1,IS3107,Data Engineering,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR11089,Randomness and Computation,10,-1,-1,-1,CS5330,Randomized Algorithms,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11098,Secure Programming,10,-1,-1,-1,CS4239,Software Security,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR11124,Social and Technological Networks,10,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11125,Accelerated Natural Language Processing,15,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11131,Introduction to Modern Cryptography,10,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11140,Image and Vision Computing,10,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,INFR11144,Blockchains and Distributed Ledgers,10,-1,-1,-1,IS4302,Blockchain and Distributed Led,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,INFR11179,Design and Analysis of Parallel Algorithms,10,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,The University of Edinburgh,MAEE09003,Marketing Technical Products 3,15,-1,-1,-1,IS4261,Designing IT-enabled Business,4,-1,-1,-1,N
School of Computing,The University of Edinburgh,MAEE09004,Manufacturing Information Systems (MIS) 3,10,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP1117,Computer Programming,6,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,The University of Hong Kong,COMP2119,Introduction to Data Structures and Algorithms,6,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP2120,Computer Organization,6,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP2121,Discrete Mathematics,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,The University of Hong Kong,COMP2396,object-oriented Programming and Java,6,-1,-1,-1,CS2030,Programming Methodology II,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP3230,Principles of Operating Systems,6,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP3234,Computer and Communication Networks,6,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP3250,Design and Analysis of Algorithms,6,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3271,Computer Graphics,6,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3297,Introduction to Software Engineering,6,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3311,Legal Aspects of Computing,6,-1,-1,-1,IS4233,Legal Aspects of Information T,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP3314,Machine Learning,6,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3317,Computer vision,6,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3320,Electronic Commerce Technology,6,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3352,Algorithmic Game Theory,6,-1,-1,-1,CS4261,Algorithmic Mechanism Design,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,COMP3355,Cyber Security,6,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,COMP3358,Distributed and Parallel Computing,6,-1,-1,-1,CS4231,Parallel & Distr Algorithms,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,ELEC3443,Computer networks,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,FINA2320,Investments and Portfolio Analysis,6,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,IIMT 3663,Internet and mobile applications,6,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,IIMT3603A,Project Management,6,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,IIMT3686,Information Systems Audit and Control,6,-1,-1,-1,IS4234,Compliance and Regulation Tech,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,IIMT3686A,Information Systems Audit and Control,6,-1,-1,-1,IS4234,Compliance and Regulation Tech,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,MKTG3524,Digital marketing,6,-1,-1,-1,IS3150,Digital Media Marketing,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,MKTG3529,Social Media Marketing,6,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,STAT3609,The statistics of investment risk,6,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,STAT3612,Statistical machine learning,6,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,STAT3612,Statistical machine learning,6,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,The University of Hong Kong,STAT3613,Marketing engineering,6,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,STAT3618,Derivatives and risk management,6,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,STAT4607,Credit risk analysis,6,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,N
School of Computing,The University of Hong Kong,STAT4609,Big data analytics,6,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,N
School of Computing,The University of Manchester,BMAN20792,Technology Strategy and Innovation,10,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,-1
School of Computing,The University of Manchester,BMAN20821,New Product Development and Innovation,10,-1,-1,-1,IS4262,Digital Product Management,4,-1,-1,-1,-1
School of Computing,The University of Manchester,BMAN24582,FinTech Blockchain and Cryptocurrencies,20,-1,-1,-1,IS4302,Blockchain and Distributed Led,4,-1,-1,-1,-1
School of Computing,The University of Manchester,BMAN32051,Case Studies in Digital Transformation,10,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The University of Manchester,BMAN32141,Business IT Architecture,10,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,The University of Manchester,COMP24011,Introduction to AI,10,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,The University of Manchester,COMP24112,Machine Learning,10,-1,-1,-1,IS4242,Intelligent Systems and Techni,4,-1,-1,-1,-1
School of Computing,The University of Manchester,COMP32412,The Internet of Things: Architectures and Applications,10,-1,-1,-1,IS4151,Pervasive Technology Solutions,4,-1,-1,-1,-1
