Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?
School of Computing,Lund University,EDAP01,Artificial Intelligence,7.5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,Lund University,EDAP04,Artificial Intelligence,7.5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,Lund University,EDAP05,Concepts of Programming Languages,7.5,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,-1
School of Computing,Lund University,EXTN75,Spatial Analysis,7.5,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,N
School of Computing,Lund University,FMAA25,Discrete Mathematics,7.5,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,Lund University,FMAN45,Machine Learning,7.5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Lund University,FMAN85,Computer Vision,6,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,Lund University,FMAN95,Computer Vision,7.5,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,Lund University,FMSN50,Monte Carlo and Empirical Methods for Stochastic Inference,7.5,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,N
School of Computing,Lund University,INFC40,Information Systems Security,7.5,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Lund University,INFE02,Information Systems: Managing Digitalisation,7.5,-1,-1,-1,IS3150,Digital Media Marketing,4,-1,-1,-1,-1
School of Computing,Lund University,INFN45,Business Intelligence,7.5,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,Lund University,MAMN25,Interaction Design,7.5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,Lund University,NUMA01,Computational Programming with Python,6,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,Lund University,SASE40,Introduction to e-health,7.5,-1,-1,-1,IS4250,IT-enabled Healthcare Solution,4,-1,-1,-1,-1
School of Computing,Lund University,STAE03,Business Analytics,7.5,-1,-1,-1,BT1101,Introduction to Business Analy,4,-1,-1,-1,Y
School of Computing,McGill University,AB9103,Audit Analytics,3,-1,-1,-1,BT4012,Fraud Analytics,4,-1,-1,-1,-1
School of Computing,McGill University,AC3104,Audit Analytics,3,-1,-1,-1,BT4012,Fraud Analytics,4,-1,-1,-1,-1
School of Computing,McGill University,ACCT475,Principles of Auditing,3,-1,-1,-1,BT4012,Fraud Analytics,4,-1,-1,-1,-1
School of Computing,McGill University,BUSA465,Technological Entrepreneurship,3,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,N
School of Computing,McGill University,CMRK 235,Digital Media Marketing,3,-1,-1,-1,BT4212,Search Engine Optimization & A,4,-1,-1,-1,-1
School of Computing,McGill University,COMP102,Computers and Computing,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,McGill University,COMP189,Computers and Society,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,McGill University,COMP202,Foundations of Programming,3,-1,-1,-1,CS1010,Programming Methodology,4,-1,-1,-1,Y
School of Computing,McGill University,COMP230,Logic and Computability,3,-1,-1,-1,CS4269,Fundamentals of Logic in Compu,4,-1,-1,-1,-1
School of Computing,McGill University,COMP302,Programming Languages and Paradigms,3,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,N
School of Computing,McGill University,COMP303,Software Design,3,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,-1
School of Computing,McGill University,COMP310,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,McGill University,COMP360,Algorithm Design,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,McGill University,COMP362,Honours Algorithm Design,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,McGill University,COMP409,Concurrent Programming,3,-1,-1,-1,CS3211,Parallel & Concurrent Programg,4,-1,-1,-1,N
School of Computing,McGill University,COMP451,Fundamentals of Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,McGill University,COMP451,Fundamentals of Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,McGill University,COMP529,Software Architecture,3,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,N
School of Computing,McGill University,COMP547,Cryptography and Data Security,3,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,-1
School of Computing,McGill University,COMP550,Natural Language Processing,3,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,N
School of Computing,McGill University,COMP551,Applied Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,McGill University,COMP551,Applied Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,McGill University,COMP557,Fundamentals of Computer Graphics,4,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,McGill University,CZ2101,Algorithm Design and Analysis,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,McGill University,ECSE 526,Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,McGill University,ECSE324,COMPUTER ORGANIZATION,4,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,McGill University,ECSE551,Machine Learning for Engineers,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,McGill University,EE4188,Wireless Communications,3,-1,-1,-1,CS4222,Wireless Networking,4,-1,-1,-1,-1
School of Computing,McGill University,FINE441,Investment Management,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,McGill University,FINE442,Capital Markets and Institutions,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,N
School of Computing,McGill University,FINE448,Financial Derivatives,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,McGill University,FINE449,Risk Management in Finance,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,McGill University,FINE451,Fixed Income Analysis,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,McGill University,FINE452,Applied Quantitative Finance,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,McGill University,INSY331,Managing Information Technology,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,McGill University,INSY333,Systems Analysis and Modeling,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,McGill University,INSY336,Data Handling and Coding for Analytics,3,-1,-1,-1,IT3010,Data Management for Business,4,-1,-1,-1,-1
School of Computing,McGill University,INSY341,Developing Business Applications,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,N
School of Computing,McGill University,INSY446,Data Mining for Business Analytics,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,N
School of Computing,McGill University,INSY448,Text and Social Media Analytics,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,N
School of Computing,McGill University,MATH240,Discrete Structures,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,McGill University,MATH430,Mathematical Finance,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,McGill University,MATH680,Computation Intensive Statistics,4,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,-1
School of Computing,McGill University,MKRT440,Marketing Analytics,3,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,N
School of Computing,McGill University,ORGB321,Leadership,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,N
School of Computing,Monash University,FIT1055,IT Professional Practice and Ethics,6,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,Monash University,FIT2001,Systems development,6,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Monash University,FIT2004,Algorithms and data structures,6,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,Monash University,FIT2022,IT project management,6,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,N
School of Computing,Monash University,FIT2081,Mobile application development,6,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,N
School of Computing,Monash University,FIT2093,Introduction to cyber security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,Monash University,FIT2100,Operating Systems,6,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,Monash University,FIT3031,Information and network security,6,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Monash University,FIT3080,Intelligent Systems,6,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,Monash University,FIT3143,Parallel Computing,6,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,Monash University,FIT3154,Advanced Data Analysis,6,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Monash University,FIT3155,Advanced Data Structures and Algorithms,6,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,Monash University,FIT3174,IT strategy and governance,6,-1,-1,-1,IS4204,IT Governance,4,-1,-1,-1,N
School of Computing,Monash University,FIT3175,Usability,6,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,N
School of Computing,Monash University,FIT3178,iOS app development,6,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,N
School of Computing,Monash University,MAT1830,Discrete mathematics for computer science,6,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,AB0602,Communication Management Strategies,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,AB5602,LEADERSHIP IN ORGANISATIONS,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BA3203,Actuarial Aspects of Asset Valuation,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BC3402,FINANCIAL SERVICE PROCESSES & ANALYTICS,3,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BC3407,Programming for Business Transformation,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BM2507,MARKETING ANALYTICS,3,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BU5642,LEADERSHIP IN THE 21ST CENTURY,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,BU8642,Leadership in the 21st Century,3,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CE1007,Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CE3005,Computer Networks,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CH4244,Numerical Methods and Data Analytics,3,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CS4022,Social Media Mining,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CS4022,Social Media Mining,3,-1,-1,-1,CS4242,Social Media Computing,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ/CE4041,Machine learning,3,-1,-1,-1,IT3011,Introduction to Machine Learni,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ2003,Computer Graphics and Visualisation,3,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ2004,Human Computer Interaction,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ2005,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ2006,Software Engineering,3,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ2405,DATA MINING,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4001,Virtual and Augmented Reality,3,-1,-1,-1,CS4240,Interaction Design for Virtual,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4003,Computer Vision,2,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ4010,Applied Cryptography,3,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4011,Parallel Computing,3,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4021,Pervasive Networks,3,-1,-1,-1,CS4222,Wireless Networking,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4023,Advanced Computer Networks,3,-1,-1,-1,CS5229,Advanced Computer Networks,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ4031,Database System Principles,3,-1,-1,-1,CS3223,Database Systems Implementatio,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4034,Information Retrieval,3,-1,-1,-1,CS3245,Information Retrieval,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4041,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4041,Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4045,Natural Language Processing,2,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ4062,COMPUTER SECURITY,3,-1,-1,-1,CS3235,Computer Security,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,CZ4067,SOFTWARE SECURITY,3,-1,-1,-1,CS4239,Software Security,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4071,Network Science,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4123,Big Data Management,3,-1,-1,-1,CS4225,Big Data Systems for Data Scie,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4123,Big Data Management,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,CZ4153,Blockchain Technology,3,-1,-1,-1,IS4302,Blockchain and Distributed Led,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,DM3000,Web Design,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,DM5001,Web Design,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,DM8001,Web Design,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,EE2008,Data Structures and Algorithms,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,Nanyang Technological University,EE4268,Robotics and Automation,3,-1,-1,-1,CS4278,Intelligent Robots: Algorithms,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,EE4414,Machine Learning Design and Application,3,-1,-1,-1,IT3011,Introduction to Machine Learni,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,EE4483,Artificial Intelligence and Data Mining,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,EE4717,Web Application Design,3,-1,-1,-1,BT3103,Application Systems Developmen,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,EE4761,Computer Networking,3,-1,-1,-1,CS3103,Computer Networks Practice,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,ET9122,E-STARTUPS & SOCIAL MEDIA STRATEGIES,3,-1,-1,-1,IS3150,Digital Media Marketing,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,HE3022,Econometric Modelling and Forecasting,3,-1,-1,-1,BT2101,Econometrics Modeling for Busi,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,IE4758,Information Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,IM3003,Information Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH1300,FOUNDATIONS OF MATHEMATICS,4,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,Nanyang Technological University,MH1301,Discrete Mathematics,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,Nanyang Technological University,MH1403,Algorithms and Computing I,3,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH1812,Discrete Mathematics,2,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,Nanyang Technological University,MH3700,Numerical Analysis I,3,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH4101,Algorithms and Computing I,3,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,Nanyang Technological University,MH4500,Time Series Analysis,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH4510,Statistical Learning and Data Mining,3,-1,-1,-1,IT3011,Introduction to Machine Learni,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH4510,Statistical Learning and Data Mining,4,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,MH4510,Statistical Learning and Data Mining,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,Nanyang Technological University,SC1007,Data Structures and Algorithms,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,National Cheng Kung University,CSIE2001 F720200,COMPUTER ORGANIZATION,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,National Cheng Kung University,CSIE3005 F722100,COMPUTER COMMUNICATION NETWORKS,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,National Cheng Kung University,DCP3109,Introduction to Computer Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,National Cheng Kung University,EE 5591E241900,OPERATING SYSTEM,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,DCP1187,Introduction to Database Systems,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,DCP12411156,Introduction to Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,DCP3108,Introduction to Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,DCP4334,Introduction to Operating System,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,DCP4591,Computer Network Administration,6,-1,-1,-1,CS3103,Computer Networks Practice,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,DCT3103,Information and Communication Technology: Selection and Use,6,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,DIF1071,Financial Risk Management,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,DOM1010,Management,6,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,IEE5746,Mobile App Design,3,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,IEM5229,Data Mining,3,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,ILE5021,Real-time Rendering,3,-1,-1,-1,CS4247,Graphics Rendering Techniques,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,ILE5062,Computer Vision,3,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,IMS2335,Research Seminar on Financial Accounting and Credit Risk (I),3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,IMS2357,Introduction to the big data and machine learning algorithms,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,IOC 5029,Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,IOC5043,3D Game Programming,3,-1,-1,-1,CS3247,Game Development,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,IOC5092,Operating system,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,IOC5194,Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,IOE5048,Network Security,3,-1,-1,-1,CS5321,Network Security,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,IOF5143,Practices of Artificial Intelligence and Financial Technology,3,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,UEE2103,Discrete Mathematics,6,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,N
School of Computing,National Chiao Tung University,UEE2305,Data Structure,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,UEE3304,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,National Chiao Tung University,UEE4611,Introduction to Cryptography and Information Security,3,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,-1
School of Computing,National Taiwan University,9028040,Introduction to Computer Science,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CIE7152,Adjustment and Analysis of Spatial Information,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,National Taiwan University,COMM5047,Introduction to the Internet of Things,3,-1,-1,-1,CS3237,Introduction to Internet of Th,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE2136,Algorithm Design and Analysis,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE3005,Foundations of Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE3230,Compiler Design,3,-1,-1,-1,CS4212,Compiler Design,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE3310,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,National Taiwan University,CSIE3510,Computer Networks,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE4240,Database Systems,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE5043,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE5098,Digital Image Synthesis,3,-1,-1,-1,CS4247,Graphics Rendering Techniques,4,-1,-1,-1,N
School of Computing,National Taiwan University,CSIE5213,Parallel Computing,3,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE5460,Information Retrieval and Extraction,3,-1,-1,-1,CS3245,Information Retrieval,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE5521,Wireless Networking Fundamentals and Applications,3,-1,-1,-1,CS4222,Wireless Networking,4,-1,-1,-1,-1
School of Computing,National Taiwan University,CSIE7016,Computer Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,National Taiwan University,EE4016,Introduction to Information Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,National Taiwan University,EE4020,Introduction to Computer Networks,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,National Taiwan University,EE5048,The Design and Analysis of Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,National Taiwan University,EE5173,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,National Taiwan University,EE5184,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,National Taiwan University,IM3008,Database Management,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,N
School of Computing,National Taiwan University,IM3010,Computer Networks and Applications,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,N
School of Computing,National Taiwan University,JOUR7094,Social Media and Social Network Analysis,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,National Taiwan University,LIS5076,Database Management System,3,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,National Taiwan University,TB10310828,Big Data Analytics and Applications,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,National Taiwan University,TB10310994,Introduction to Information Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,National Tsing Hua University,520100,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,National Tsing Hua University,10610CS 573300,Big Data Technology and Applications,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,N
School of Computing,National Tsing Hua University,10620QF 321300,Application and Practice of Financial Technology,3,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,N
School of Computing,National Tsing Hua University,10620QF 526200,Financial Technology,3,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,N
School of Computing,National Tsing Hua University,11020CS125000,Introduction to Data Structure,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,National Tsing Hua University,11020EEC204001,Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
